id;name;website;vertical;sub_vertical;country;region;city;logo_url;estadio_actual;solucion;mail;social_media;contact_phone;founders;founded;organization_type;outcome_status;business_model;badges;notes;status;lat;lng
;Marel;marel.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;MariHealth Solutions;marihealthsolutions.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;MATR Foods;matrfoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Mayani;mayani.ph;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Meal Canteen;mealcanteen.fr;otra;waste_upcycling;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Meala;mealafood.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Mealhero;mealhero.me;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Alchemy Foodtech;alchemyfoodtech.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Algal Tech;algal.tech;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Meatly;meatly.pet;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Melt & Marble;meltandmarble.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Meridia;meridia.land;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Metafoodx;metafoodx.com;otra;waste_upcycling;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Algama Foods;algamafoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Mewery;mewery.io;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Mi Terro;miterro.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Aliga Microalgae;aliga.dk;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Microfy Systems;microfy.ai;otra;food_safety;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;MicroHarvest;microharvest.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;MicroLub;microlub.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Allergy Amulet;allergyamulet.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;microTERRA;microterra.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Middleby;middleby.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Mikuna;mikunafoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;MilkRun;milkrun.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Millow;millow.co;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Mimica;mimicalab.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Mirai Foods;miraifoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Misadventure & Co;misadventure.co;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Allozymes;allozymes.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;AlProtein;alprotein.tech;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Mission Barns;missionbarns.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Miyoko's;miyokos.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Amai Proteins;amaiproteins.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;MNDL;mndl.bio;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;MOA Foodtech;moafoodtech.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Modern Baker;modernbaker.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Monkeys by the Sea;monkeysbythesea.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Mootral;mootral.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ancient + Brave;ancientandbrave.earth;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;AndFoods;andfoods.co;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Aniai;aniai.ai;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;MOVE ON;moveon.ai;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Anuvia Plant Nutrients;anuviaplantnutrients.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;APOLO Biotech;apolobiotech.com.ar;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;My Emissions;myemissions.co;otra;food_safety;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Mycobites;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Aqua Cultured Foods;google.com/search;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;MycoTechnology;mycoiq.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Aquagrain;aquagrain.co.uk;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;MyEasyFarm;myeasyfarm.com;agtech;digital_ag;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;myfood;myfood.eu;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Aquanzo;aquanzo.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;AQUIT;aquit.net;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Natufia Labs;google.com/search;agtech;indoor_ag;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Area 2 Farms;area2farms.com;agtech;indoor_ag;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Natural Trace;natural-trace.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Naturannova;naturannova.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Atarraya;atarraya.ai;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;AtmoCooling;atmocooling.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Atmonia;atmonia.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nectar;nectar.buzz;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Neggst;neggst.co;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;NeoCarbons;neocarbons.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Avalo;avalo.ai;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;AxisTech;axistech.co;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ayana Bio;ayanabio.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;New Protein Global;newproteinglobal.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;New Wave Biotech;newwavebiotech.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;New Wave Foods;newwavefoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Beam CropTech;beamcroptech.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;BeeHero;beehero.io;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;NitroCapt;nitrocapt.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;NIUM;nium.bio;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;No Evil Foods;noevilfoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Beewise;beewise.ag;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bella & Bona;bellabona.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;NoPalm Ingredients;nopalm-ingredients.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nordic Harvest;nordicharvest.dk;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bene Meat;benemeat.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nortian;nortian.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nosh.bio;nosh.bio;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;BetterMeat;bettermeat.co;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bifidice;bifidice.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nourished;get-nourished.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Big Akwa;bigakwa.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Novel Farms;novelfarms.co;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Novolyze;novolyze.com;otra;food_safety;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;BioConsortia;bioconsortia.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Noweat;noweat.io;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;NUCAPS;nucapsnanotechnology.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nude.;heynude.com.br;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nukoko;nukoko.co.uk;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Numi;numi.life;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nuritas;nuritas.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Nutpods;nutpods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;NutriFusion;nutrifusion.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bioeutectics;bioeutectics.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Biofect Innovations;biofectinnovations.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Ocean Hugger Foods;oceanhuggerfoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Oceanfarmr;oceanfarmr.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Oceanloop;oceanloop.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Biokraft Foods;biokraftfoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;ODOS;odostech.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;ODS PROTEIN;odsprotein.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Oishii;oishii.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;OKO;oko.finance;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bioloop;bioloop.com.my;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;OlsAro;olsaro.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Omni Pet;omni.pet;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;One Third;onethird.io;otra;food_safety;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Onego Bio;onego.bio;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Opalia;opaliafoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;OptiCept Technologies;opticept.se;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Optiprot;optiprot.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Orapesce;orapesce.it;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;BioLumic;biolumic.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;BioMara;biomara.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Oshi;oshi.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bionema;bionema.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;OSY Group;osy-group.com;otra;food_safety;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Otrafy;otrafy.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Pack2Earth;pack2earth.eco;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bionomic;bionomic.nl;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;PancakeBot;pancakebot.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;BioRaptor;bioraptor.ai;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;PARIMA;parima.bio;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Paul-Tech;paul-tech.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Peace of Meat;steakholderfoods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Perfat;perfat.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;BioTech Foods;biotech-foods.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;PES Technologies;pestechnologies.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Biovit Technologies;biovit.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;BIOWEG;bioweg.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;PFx Biotech;pfxbiotech.com;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Phagos;phagos.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bitwise Agronomy;bitwiseag.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Blend;tryblend.net;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Phytoform;phytoformlabs.com;agtech;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Bluana;bluana.me;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Blueat;blueat.it;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2020;startup;S/D;S/D;S/D;S/D;DRAFT;;
;BlueTree Technologies;bluetree-tech.com;otra;food_processing;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Plan(e)t Foods;planetfoods.gr;otra;otra_especificar;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2021;startup;S/D;S/D;S/D;S/D;DRAFT;;
;Planet Farms;planetfarms.ag;agtech;indoor_ag;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;S/D;2025;startup;S/D;S/D;S/D;S/D;DRAFT;;
